TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,56774,,1,1,1,1,33,33,33,33,16,16,12,17,14,5,7,6,F,0,16,35,M,H,50800,50,46240
0,56379,,8,11,5,6,10,13.75,12.09,14,19,53,14,32,38,6,15,14,S,1,51,,M,H,30300,30,35625
0,56398,,7,8,4,5,15,6.71,6.25,5.25,18,37,13,30,31,6,15,14,S,1,43,,F,U,45700,25,36683
0,56404,,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,45,51,M,H,39500,24,40156
1,56407,20,3,17,2,8,20,19.33,10.65,19,15,121,14,32,72,6,16,31,A,1,51,70,F,U,38200,30,37031
0,56416,,2,3,1,1,12,11,10.67,10,18,23,12,23,21,6,11,9,N,0,30,,M,U,56200,46,0
0,10162,,0,10,0,3,0,0,10.2,,7,90,25,25,79,4,4,22,A,0,27,69,F,U,70200,42,41639
1,185464,15,2,9,2,3,15,17.5,11.11,17.5,13,57,23,45,59,7,18,22,A,0,38,58,M,H,70200,35,41639
0,56454,,5,25,2,15,5,5,3.64,5,17,126,12,31,72,5,15,31,S,1,39,78,F,U,78100,34,49810
0,56452,,2,14,1,7,14,14,11.64,14,17,116,13,32,71,6,15,31,S,1,40,68,F,H,71500,36,49810
1,56451,8,5,35,4,22,6,9.2,7.8,9,18,129,13,35,87,6,17,34,S,1,40,59,M,U,78100,31,49810
0,56441,,2,4,1,2,30,27.5,19.25,30,15,56,15,33,46,6,14,17,A,0,36,,U,U,55500,23,49810
1,56479,4,6,16,5,10,3,4,3.31,4.2,18,93,12,28,57,6,15,23,S,1,10,71,F,H,13900,23,16564
0,56485,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,7,26,F,U,66400,28,45928
0,56525,,6,10,4,5,12,11.17,10,11,16,44,12,33,40,6,17,17,A,1,25,61,M,H,43300,25,47412
0,56585,,5,7,3,3,4,4.8,4.57,4.33,17,31,12,27,26,6,13,11,A,1,10,63,M,H,27500,29,26021
0,56599,,2,7,1,3,18,19,13.43,20,15,65,12,31,50,5,15,20,L,0,10,53,M,H,13200,25,27204
0,56609,,5,6,4,4,4,4.6,4.33,4.75,16,29,12,24,24,6,12,10,A,1,21,63,F,H,40300,38,39233
0,56640,,2,2,2,2,16,13,13,13,23,29,10,23,23,4,10,9,A,0,21,45,F,H,56900,55,41069
0,56630,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,18,66,F,H,54000,21,41069
1,56674,15,4,6,1,2,15,8.5,6.67,8,18,40,11,27,26,6,15,14,A,1,10,76,M,H,33500,21,28542
1,56700,20,1,6,0,2,20,20,12.33,,19,52,13,32,42,6,6,18,A,0,31,,M,U,44700,37,0
1,56697,10,7,10,5,6,10,9,7.7,8.6,19,44,12,30,35,6,15,15,A,1,21,51,F,H,35400,33,41886
0,56696,,4,4,1,1,10,6.75,6.75,5,18,30,12,26,22,6,12,10,A,1,16,39,M,H,67600,31,41886
0,8585,,0,12,0,2,15,0,10.42,,6,53,32,32,65,5,5,14,A,0,4,47,M,U,45900,19,43588
0,56722,,1,8,0,3,21,21,8.25,,18,69,15,31,52,6,6,18,A,1,8,69,M,U,53600,51,43588
0,56843,,2,9,0,5,15,14.5,10.56,,19,119,15,31,57,6,6,23,A,0,18,61,F,U,59200,33,43211
1,56787,13,3,12,1,7,13,13,9.67,11,19,80,13,34,62,5,15,24,A,1,16,32,M,H,65100,37,60483
0,56783,,2,6,2,4,21,18,12,18,16,68,14,32,52,6,15,21,A,0,16,52,M,H,64400,62,60483
1,186773,8,5,34,5,16,8,5.8,4.85,5.8,7,92,12,33,70,5,16,26,S,1,20,,F,H,72200,38,60483
1,56816,10,3,10,0,5,10,12,7.3,,16,77,7,28,50,3,3,19,S,1,13,77,F,U,87000,50,0
0,56834,,4,12,2,4,17,16,12.83,16,18,81,15,36,63,6,17,24,A,0,18,75,M,H,58600,27,75367
1,56833,20,2,7,1,4,20,20,12.71,20,20,57,13,33,48,6,15,18,A,1,15,46,F,H,86700,31,75367
1,56831,15,2,6,1,3,15,11.5,9.17,15,17,45,14,35,39,6,17,17,A,0,14,30,M,H,136800,30,75367
0,56845,,2,12,1,5,50,25,15.83,25,18,122,13,34,74,6,16,30,A,0,21,44,F,U,51100,38,55792
1,56449,5,5,14,4,10,5,5.4,6.93,5.5,15,130,14,28,64,6,13,25,A,1,43,,F,U,64000,19,0
0,56863,,1,18,1,12,10,10,4.5,10,18,125,7,25,63,3,11,28,A,1,21,,F,H,42700,36,47310
1,56860,24,2,8,1,3,24,17,11.25,24,16,80,14,34,56,6,15,22,A,0,39,31,F,U,43900,31,47310
1,56886,12,8,11,7,8,6,7.13,6.64,7.14,15,41,11,30,34,5,15,14,S,1,13,71,M,H,111100,34,65232
0,62891,,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,18,51,M,H,112500,31,68159
0,56903,,5,5,3,3,20,20,20,20,15,32,14,32,30,6,15,13,S,1,38,41,M,U,137500,25,88241
0,56951,,1,13,1,11,20,20,6.54,20,26,130,9,27,65,4,12,27,A,1,20,,F,U,81300,34,0
0,190891,,3,15,2,7,15,11.67,9.27,12.5,16,91,14,34,59,5,14,24,S,1,16,66,M,U,46200,38,0
0,49877,,5,10,4,8,15,12.8,10.6,12.25,17,64,14,34,58,6,16,20,S,1,49,41,M,H,62700,29,60845
1,57899,10,2,29,1,16,20,20,10.55,20,24,128,12,33,84,6,16,36,S,1,20,,F,U,30700,29,0
1,57039,5,11,43,8,25,5,5.27,4.3,5.13,17,128,10,31,84,5,16,35,S,1,51,68,F,H,19500,23,27089
0,57036,,2,12,2,8,12,12.5,9.67,12.5,18,75,8,25,47,4,13,18,S,1,51,57,M,H,28800,19,27089
1,57052,29,2,7,1,6,24,21,16.57,18,20,76,13,32,56,6,16,22,A,1,49,50,U,H,68300,31,58413
1,57058,25,6,10,2,3,12,11.83,11.1,11.5,15,53,14,36,46,6,17,19,A,1,43,77,M,H,43200,29,35412
0,57069,,2,4,1,2,31,30,25.25,29,18,44,13,35,41,6,17,18,A,0,39,,F,U,50600,28,0
1,57092,36,3,6,2,5,40,34.67,23.67,36,16,52,15,37,50,6,17,20,S,1,35,44,M,H,111000,33,46974
1,57087,15,3,3,2,2,15,11.67,11.67,10,18,33,13,31,28,6,14,12,A,0,49,51,M,H,82100,16,46974
1,57119,20,0,11,0,9,18,0,10.55,,25,126,11,11,70,6,6,31,A,1,36,76,M,H,55600,34,43423
1,57151,26,2,10,0,2,21,20.5,15.9,,26,63,10,32,52,5,5,21,A,0,42,61,F,U,87500,11,42819
1,13292,10,2,28,2,19,10,7.5,6.36,7.5,10,120,27,46,91,5,13,31,A,1,38,,F,U,58200,23,0
1,57162,20,2,4,1,2,15,13,11.5,15,18,41,12,31,32,6,14,13,A,0,36,42,F,U,46300,33,45560
0,57195,,3,3,1,1,20,16.67,16.67,5,20,33,13,29,28,6,13,11,A,0,51,47,F,H,32200,26,30032
0,54692,,2,21,1,12,10,7.5,3.9,10,18,90,12,31,61,5,14,26,A,1,43,,F,U,59400,26,0
0,57241,,2,3,1,1,16,13,12,10,26,33,9,27,29,4,12,11,A,0,43,,F,U,47100,30,0
0,57237,,1,1,0,0,30,30,30,,16,16,12,17,14,5,5,6,F,0,36,62,F,U,45400,35,43017
0,57268,,3,20,0,10,6,9,6.2,,15,123,13,31,73,6,6,30,S,1,45,42,M,H,40100,31,35966
0,57269,,2,8,2,8,15,15,9.63,15,15,129,11,23,58,4,10,24,A,1,51,,M,U,34300,28,21558
1,57332,6,6,19,4,11,6,6.33,6.11,6.5,16,105,13,32,70,5,15,28,S,1,16,69,M,H,68700,40,60598
1,57349,7,6,9,2,4,7,6.83,6,6.5,16,75,13,30,43,6,14,18,A,0,26,31,F,U,68500,42,39333
0,57375,,2,26,0,14,15,14,7.69,,15,130,10,27,77,3,3,29,E,1,21,22,F,H,57400,34,40931
1,57369,5,7,13,6,9,5,5.57,5.38,5.67,17,67,12,28,47,6,16,20,S,1,21,57,F,U,57400,34,40931
1,57407,21,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,N,0,13,55,M,H,145300,34,90240
1,57419,10,1,4,0,3,15,15,7.5,,26,65,10,29,42,4,4,16,A,0,12,35,F,H,91000,18,72882
0,57412,,1,1,0,0,15,15,15,,16,16,11,16,13,4,4,5,F,0,12,27,F,H,91000,20,72882
0,57990,,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,N,0,42,58,F,U,97500,42,66828
1,57463,10,1,7,0,5,18,18,11.14,,24,115,9,24,55,4,4,23,A,1,17,71,F,H,58400,17,45176
1,185572,5,6,18,2,6,5,8.33,7.67,7.5,4,65,18,33,52,4,12,15,A,1,11,,M,U,88400,0,0
1,187628,19,4,7,3,6,10,12.5,10.29,10,17,44,6,14,19,1,5,7,E,1,35,,U,U,89600,22,0
0,187589,,4,7,2,4,15,12.5,10.86,15,15,41,7,15,17,2,6,7,E,0,34,,U,U,65400,15,0
0,57499,,2,17,1,9,10,7.5,5.24,5,18,87,14,32,63,5,13,23,A,1,41,74,F,H,42800,35,51052
1,57496,25,2,8,1,2,25,25,15.75,25,23,77,13,34,58,6,16,23,A,0,39,62,M,H,46000,49,51052
1,57593,5,5,19,4,16,20,8.4,5.74,8.75,17,122,13,32,76,6,16,32,S,1,51,,M,U,31000,28,23500
0,57613,,4,6,2,2,15,5.75,6.83,5.5,18,32,13,30,28,6,15,13,A,0,36,,F,U,33400,28,0
1,57647,20,3,9,3,7,30,26.67,17.22,26.67,23,92,13,35,64,6,17,26,A,0,49,24,M,H,72400,33,63009
0,57643,,4,7,4,5,16,29,25.14,29,16,44,13,34,43,5,16,17,A,1,40,,M,U,83400,27,0
0,12420,,6,17,3,10,5,9.67,8.88,11,21,67,14,35,57,6,17,22,S,1,49,83,F,U,64000,24,44888
1,57705,5,7,26,4,11,5,3.86,3.58,4,20,88,12,31,63,5,15,23,S,1,10,,F,U,37500,27,0
0,57735,,2,3,0,0,10,7.5,7,,15,20,12,18,17,5,5,6,N,0,16,,M,H,64200,36,48085
1,57761,16,1,9,0,4,16,16,9.22,,18,87,11,28,57,4,4,20,A,1,45,58,F,U,49400,26,42047
1,57909,10,4,4,2,2,10,9.25,9.25,10.5,23,32,12,26,25,6,12,10,A,0,42,,M,U,79300,32,0
1,57929,10,5,13,4,10,10,10,8.31,10,19,93,13,32,58,6,16,24,S,1,51,62,F,U,45300,28,36735
1,57928,11,4,12,2,7,13,11.5,11.08,11,18,86,8,25,48,4,13,20,S,1,51,74,F,U,45300,28,0
1,57964,12,4,16,3,13,12,10.5,9.19,10.67,16,130,9,20,55,4,9,20,S,1,33,71,M,U,42800,30,40054
1,57963,10,4,16,3,12,11,9.5,8.44,9.33,17,126,15,36,73,6,16,30,A,1,28,70,F,H,49200,40,40054
0,57953,,3,8,3,7,18,17.33,13.63,17.33,16,80,16,38,60,6,17,24,A,0,27,70,M,H,40600,36,40054
0,57940,,2,2,2,2,20,15,15,15,16,28,12,25,23,5,11,10,A,0,30,45,F,H,39000,42,40054
0,1748,,2,3,1,2,27,26,22.33,25,19,33,18,36,48,7,15,18,A,0,27,74,M,H,40600,36,40054
0,57982,,2,22,2,13,10,9,8,9,18,130,12,32,80,5,14,31,A,1,39,47,F,H,54700,30,44658
0,57976,,3,11,1,5,21,19,11.55,21,16,76,13,35,57,6,17,23,A,1,30,76,F,H,40700,48,44658
1,57992,5,6,15,6,10,5,5,4.87,5,16,68,13,34,53,6,17,22,S,1,42,51,M,H,83800,42,43494
0,58006,,1,1,1,1,20,20,20,20,24,24,7,17,15,3,7,6,N,0,43,45,F,U,42600,23,32989
0,58043,,2,4,0,1,20,15,8.75,,15,40,11,29,28,5,5,12,A,0,51,47,M,H,30000,22,24102
0,58075,,1,14,0,6,15,15,9.5,,16,103,12,30,66,5,5,26,A,1,39,77,F,U,40200,30,18750
1,58079,10,2,9,1,4,20,18,13.56,16,25,95,11,32,62,6,16,25,A,1,51,,F,U,25300,29,22654
0,58084,,2,6,1,2,15,12.5,9.17,10,27,81,9,26,47,4,12,18,A,0,43,51,U,H,45500,22,24084
1,58086,4,9,23,5,13,2,3.78,3.26,4,16,123,12,33,67,6,17,30,S,1,51,53,F,H,24000,18,29167
1,58130,7,5,27,4,13,15,7.6,5.11,8,17,111,7,21,65,4,13,27,S,1,51,,F,U,28300,15,22720
1,191297,5,8,36,4,20,5,7.75,7.75,9.25,15,126,5,21,74,3,12,30,S,1,0,,F,U,49500,20,36364
1,58147,5,4,22,0,13,5,5,4.41,,18,130,11,30,71,5,5,30,S,1,51,56,M,U,31800,19,0
0,58049,,5,20,3,10,5,5,4.15,5,16,125,12,29,66,5,13,28,S,1,44,77,M,U,49500,20,0
0,58198,,6,14,2,6,4,4.17,3.64,3.75,15,105,14,32,59,6,15,25,S,1,51,,F,U,19800,20,0
1,58203,6,6,6,3,3,7,5.33,5.33,5.67,18,32,7,23,22,4,11,9,A,0,51,53,M,U,22400,25,28100
0,58105,,2,14,1,7,21,21,13.79,21,23,124,12,33,70,6,16,30,A,1,44,84,F,U,22400,27,21620
0,58262,,5,25,2,11,5,3.4,2.92,4,18,105,13,32,67,6,15,26,S,1,35,79,F,H,63200,31,37165
1,14376,15,6,11,5,6,10,11.33,9.45,11.6,17,45,28,50,56,6,17,18,A,1,45,31,F,H,29500,26,33697
0,58290,,2,11,1,8,20,15,8.82,10,26,127,10,31,68,5,15,30,A,1,48,,M,H,45600,33,44415
1,58284,4,8,16,5,6,4,4.13,3.69,3.8,16,67,13,34,50,6,17,21,A,0,45,65,F,H,46300,35,44415
0,58318,,4,10,2,4,14,15.75,12,12,23,53,15,37,47,6,17,18,S,1,45,85,F,U,36500,32,32643
0,58333,,1,14,0,6,12,12,11.5,,18,92,12,27,61,4,4,20,A,1,43,35,M,U,34800,29,40104
1,58351,9,6,8,3,4,8,9.33,7.75,9.67,18,78,14,33,52,6,14,19,A,1,51,69,M,U,26900,25,36787
1,58374,10,4,11,2,6,10,12.5,9.55,15,15,102,19,40,79,9,19,35,A,1,38,79,F,H,48300,18,41062
1,186358,5,3,14,1,9,3,8.67,5.14,10,9,112,18,37,72,6,14,29,S,1,25,,U,H,44800,9,41062
0,58412,,6,6,2,2,3,3.67,3.67,2.5,18,26,6,19,16,4,11,9,N,1,39,65,F,H,57900,26,36141
1,58447,10,4,5,3,3,10,10.25,9.2,10.33,16,33,14,31,29,6,15,13,A,1,40,67,F,U,63000,27,53142
1,58463,10,3,9,2,4,33,31.33,21,30.5,19,75,15,37,55,6,17,22,A,1,51,81,M,U,29700,27,0
1,58466,5,9,12,7,9,7,5.44,5.58,5.57,16,51,15,33,39,6,16,16,S,1,49,62,M,U,37200,40,0
0,58488,,2,10,2,8,15,13,8.4,13,19,127,12,31,64,5,13,28,A,1,43,73,F,U,61800,19,42251
0,58484,,4,17,2,11,10,5,6.88,2.5,20,111,11,29,69,4,13,25,A,1,49,41,F,H,66200,21,0
0,58499,,3,21,1,13,10,10,6.81,10,16,129,11,31,75,4,13,31,A,1,40,46,M,U,57000,28,38728
1,58511,15,2,14,2,9,14,14,10.29,14,17,88,15,34,66,6,15,24,S,1,53,70,M,U,48400,25,37412
0,58525,,3,11,1,5,50,43.33,24.55,30,19,77,13,35,64,6,17,25,A,0,43,54,F,H,39000,18,38962
1,58538,10,2,15,0,7,15,15,12.33,,18,93,13,34,69,6,6,26,A,1,43,36,F,H,21900,22,49375
0,104359,,2,4,2,4,25,25,25,25,24,44,11,21,22,5,10,11,A,1,27,35,M,H,41100,44,29089
0,58576,,7,16,4,7,9,9.14,7.75,8.75,19,65,12,31,51,6,17,22,S,1,41,51,F,H,42100,47,38796
0,58573,,12,20,8,13,4,5,4.9,5,15,56,13,32,47,6,17,21,S,1,41,67,M,H,30400,17,38796
1,58566,16,2,3,1,1,20,8.5,12.33,12,15,32,13,28,26,5,11,10,A,0,40,74,M,H,63300,35,38796
1,58597,50,4,9,4,8,50,36.25,25.11,36.25,21,105,13,32,63,6,17,27,A,1,41,80,M,U,29500,0,0
1,58649,10,4,4,2,2,10,8.75,8.75,10,19,31,12,27,26,6,13,11,A,0,28,75,F,H,52100,48,42920
0,58721,,5,21,3,7,11,12,7.14,7.67,23,69,13,35,59,6,17,24,A,1,51,,M,U,29700,37,39914
1,58728,20,1,5,1,4,20,20,10.4,20,20,98,12,26,54,4,9,19,A,0,51,49,M,U,18400,19,31950
0,58726,,5,19,3,10,14,11.8,10.63,12.33,17,86,14,35,71,6,17,26,S,1,53,60,M,U,36800,29,31950
1,58725,15,2,4,1,2,25,15,15,5,15,76,13,28,39,5,11,14,A,0,45,79,M,H,31300,24,31950
1,58749,14,2,36,1,16,14,14.5,8.5,15,17,129,6,16,67,3,9,27,A,1,43,62,U,U,38900,35,33047
0,58753,,5,7,3,3,6,5.2,5.14,4.67,18,29,12,24,23,6,12,10,A,1,51,69,M,U,33400,28,33920
0,58777,,3,29,1,12,13,14.33,9.1,15,20,128,13,34,81,6,16,33,S,1,49,69,F,U,43500,34,47500
1,58786,20,2,18,0,11,10,10,6.06,,25,127,11,31,75,5,5,30,A,1,43,70,F,U,42300,29,41861
0,58835,,3,12,2,10,10,10,7.25,10,17,126,13,28,64,6,13,27,A,1,44,80,M,U,59500,31,44605
1,58808,10,1,2,1,1,6,15,10.5,15,15,17,11,16,14,4,6,5,N,1,38,83,F,U,57500,22,44605
1,58850,6,4,23,1,10,6,6,3.52,6,17,103,13,25,56,6,11,24,S,1,38,75,M,H,45900,33,39954
0,58882,,2,9,2,6,30,40,17.11,40,16,88,15,35,62,6,16,26,A,0,41,67,F,U,36500,24,37109
0,58885,,7,9,4,5,10,8.43,7.89,8.75,17,41,12,31,33,6,16,15,S,1,51,65,F,H,31500,32,49219
0,58884,,4,6,3,3,5,5,5.17,5,18,33,12,27,27,6,14,12,S,1,43,79,F,U,39000,28,0
0,58969,,2,14,1,11,10,12.5,10.5,15,15,127,12,32,75,5,14,32,L,1,51,,M,U,63500,19,38742
1,58934,10,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,51,,F,U,28200,20,0
0,58973,,2,3,0,0,10,7.5,8.33,,16,20,12,18,17,5,5,6,N,0,51,,F,U,27900,25,22065
0,58988,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,51,69,F,H,28100,22,23157
1,58991,10,2,5,0,3,20,15,20,,18,88,14,26,47,6,6,18,A,0,51,64,M,H,27700,28,22716
0,59015,,3,13,0,6,10,6.67,6.31,,15,123,11,29,64,4,4,26,A,1,39,35,M,H,58500,38,48556
1,5496,5,1,18,0,7,10,10,11.5,,18,126,13,26,85,5,5,27,A,1,53,84,M,H,32300,35,29982
1,59070,10,3,12,0,6,10,10,10.25,,18,81,13,35,62,6,6,25,A,1,51,47,M,H,37700,14,0
0,59296,,2,2,2,2,16,13,13,13,22,35,10,25,24,4,11,10,A,0,35,29,M,U,96900,21,62244
0,125141,,6,16,4,9,10,11.67,10.44,12.75,21,76,13,32,62,6,17,24,S,1,15,73,M,H,112500,46,64504
0,59182,,2,5,0,1,20,15,10,,18,45,13,33,37,6,6,15,A,0,27,,F,U,48300,32,0
1,59225,10,5,16,3,12,7,8,5.69,7.67,18,126,14,35,72,6,17,31,S,1,49,,F,U,51900,28,62000
1,59240,10,2,5,1,3,15,12.5,9,15,16,80,12,23,46,5,9,15,A,0,14,,F,U,139500,34,0
0,1196,,7,20,5,9,5,4.57,4.1,4.4,16,57,22,42,79,11,22,33,A,1,1,32,M,U,134800,0,92295
0,59265,,2,12,1,7,15,12.5,11.83,10,18,101,13,33,62,6,15,26,A,1,14,46,F,H,158300,36,105303
1,59249,15,1,1,1,1,15,15,15,15,16,16,10,15,13,4,6,5,F,0,14,22,M,H,178100,26,105303
1,59285,10,1,5,0,3,15,15,12,,19,104,10,22,54,4,4,20,A,0,41,46,F,U,52200,29,0
0,59304,,5,11,0,4,13,11.4,8.73,,18,104,13,32,63,6,6,25,A,1,35,44,M,H,153100,23,82313
0,59292,,4,9,2,4,20,17.5,13.56,17.5,8,53,22,42,58,9,18,23,F,1,35,35,M,H,153100,26,82313
0,59290,,1,1,1,1,25,25,25,25,17,17,11,15,13,5,7,6,F,0,35,38,F,H,100300,21,82313
0,83302,,2,8,2,6,16,15,9.88,15,16,77,14,31,55,6,13,20,S,1,12,41,F,H,100300,26,82313
0,59318,,1,1,0,0,30,30,30,,20,20,11,17,16,5,5,6,F,0,41,76,F,H,33400,40,47836
0,59370,,1,9,0,6,15,15,10.56,,27,93,10,30,59,4,4,23,A,1,44,55,F,H,65900,31,53015
0,59409,,7,16,3,7,25,14.57,11.31,13,17,68,14,34,57,6,17,23,A,1,35,69,F,U,122800,25,0
0,59462,,1,16,0,9,19,19,12,,16,93,13,31,66,5,5,24,A,1,49,,F,U,52800,27,0
0,8358,,0,11,0,4,18,0,12.45,,27,111,7,7,51,2,2,19,A,0,35,,F,U,96300,27,0
1,60571,15,4,4,3,3,12,10.5,10.5,10.67,17,29,13,24,26,6,12,10,A,1,40,,M,U,69600,28,0
1,59518,8,5,9,3,4,10,8,6.89,9,21,57,6,24,37,4,13,16,A,0,40,66,F,H,69600,28,65435
0,59808,,6,45,4,17,10,17.5,16.24,16,22,128,12,34,87,5,16,32,S,1,35,,F,H,55700,32,52688
0,8452,,5,13,3,9,17,15.4,12.46,15,19,128,16,35,85,6,17,32,S,1,49,69,M,H,59100,25,62592
1,59561,9,4,5,1,2,10,9,8.2,10,16,44,12,30,34,6,14,14,A,0,51,36,M,H,43800,33,42359
0,59571,,3,3,1,1,25,20,20,25,19,32,13,28,26,6,13,11,A,0,49,,M,U,55100,30,73684
0,59581,,1,7,0,3,15,15,9.71,,27,104,9,29,60,4,4,23,A,1,37,73,F,H,53200,19,55043
0,59572,,2,2,1,1,3,11.5,11.5,3,15,16,12,17,14,4,6,5,F,0,36,47,F,U,84100,28,55043
1,59588,3,4,35,3,20,5,2,2.97,2,19,129,5,16,62,3,9,28,S,1,49,77,M,H,42100,29,45642
0,59600,,2,17,1,10,11,10,3.59,9,18,125,11,26,57,4,10,25,A,1,36,64,M,U,48700,28,44830
1,59598,15,1,11,0,4,100,10,18.18,,18,102,10,25,57,4,4,22,A,0,36,,M,U,52100,28,0
0,59622,,3,9,1,4,10,11.67,7.89,10,16,91,14,31,56,6,13,22,A,0,39,71,M,H,46100,18,61366
1,59610,15,2,2,1,1,15,10,10,5,18,32,10,23,21,4,9,8,A,0,35,74,F,U,119900,30,0
1,59645,4,6,10,4,6,5,4.67,4.5,4.5,17,45,12,33,37,6,17,17,A,1,20,58,F,H,66600,36,66481
0,59681,,1,17,0,9,12,12,10.24,,26,124,9,21,64,4,4,24,A,1,40,43,M,U,62000,35,65147
0,59680,,2,20,1,12,15,15,9.6,15,21,104,13,33,69,6,16,28,A,1,40,,F,H,73900,38,65147
0,59697,,1,10,1,7,16,16,9.8,16,17,114,6,18,45,2,7,18,A,1,46,85,F,U,44400,35,46960
0,59695,,1,8,0,4,20,20,11.13,,26,98,10,31,59,5,5,24,A,0,49,,F,H,43700,33,46960
0,59699,,1,1,1,1,15,15,15,15,16,16,10,14,12,4,6,5,F,0,44,,F,U,65000,26,0
0,63742,,1,1,0,0,20,20,20,,18,18,10,15,12,4,4,5,F,0,51,78,F,H,70800,36,52067
0,59703,,3,3,2,2,12,10.67,10.67,11,17,24,14,25,24,6,11,9,N,1,39,31,M,H,64500,34,52067
1,59746,4,11,33,6,19,3,4.73,4.85,5.33,15,129,14,34,80,6,17,34,S,1,39,,F,U,53700,40,0
1,59744,16,4,7,3,5,12,10.5,9,10.67,16,53,14,34,40,6,15,15,A,1,36,43,F,U,59500,25,0
0,9002,,0,17,0,10,12,0,9.94,,26,125,12,12,78,4,4,26,A,1,0,70,M,H,86700,0,75533
1,59814,5,6,20,1,9,5,5,5.45,5,24,123,11,29,67,6,13,28,S,1,51,57,F,U,39200,30,46771
0,59851,,9,14,4,6,10,8.11,6.86,8,18,103,14,35,52,6,16,21,S,1,41,65,U,H,31400,38,50263
0,59880,,8,12,5,6,5,6.13,5.33,5.4,18,40,12,33,37,6,17,16,S,1,21,,U,U,40900,40,0
0,59903,,4,16,3,7,6,7.75,9.94,8,19,68,14,33,60,6,15,21,S,1,4,48,U,H,121600,32,32793
0,59937,,4,12,2,8,9,7.75,8.33,7,18,114,12,30,61,5,12,26,S,1,30,84,U,U,26700,35,35122
0,59927,,5,23,1,8,7,7,6.91,9,15,76,14,36,61,6,17,24,S,1,10,67,F,H,34200,40,35122
0,2678,,9,25,9,19,5,5,4.68,5,9,78,24,42,71,10,21,29,S,1,21,73,F,U,51400,27,35122
0,60005,,4,18,2,12,10,9.25,6.56,8.5,19,119,13,34,70,6,16,33,S,1,8,87,F,H,39700,33,36291
0,59911,,12,60,6,29,10,10.75,9.38,10.83,17,128,12,33,94,5,16,40,S,1,25,27,F,U,41700,16,0
1,59906,8,7,13,1,3,7,7.57,6.08,7,15,75,12,29,53,5,13,20,S,1,32,67,F,H,79600,39,56604
1,60477,20,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,31,73,M,U,61400,34,46893
1,60098,25,5,12,4,8,11,11.8,9.92,12.25,22,65,10,26,45,6,16,20,A,0,20,56,M,H,78900,30,46893
0,60090,,5,8,5,6,15,11,10.63,11,20,41,13,33,37,6,17,16,A,1,26,,M,U,69900,37,0
0,60071,,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,13,59,F,H,84000,45,46893
0,60127,,1,2,1,2,10,10,12.5,10,18,21,12,20,17,6,10,8,N,0,17,74,M,U,58300,21,71148
0,60184,,3,17,1,7,5,6.33,4.65,7,16,119,7,20,57,3,9,23,S,1,21,79,F,U,33300,24,0
0,60172,,2,2,1,1,15,14,14,15,21,32,10,24,25,4,10,9,A,0,21,59,M,H,46700,36,47663
0,60169,,1,1,1,1,15,15,15,15,26,26,7,18,15,3,8,7,N,0,21,58,M,U,33300,24,47663
1,60195,25,2,2,1,1,20,13.5,13.5,7,18,28,10,22,20,4,9,8,A,0,15,42,F,U,68400,21,0
1,60252,15,3,11,1,4,25,19.67,13.45,14,16,113,13,34,66,6,16,28,S,1,17,,M,H,67300,28,42546
1,60265,5,4,20,3,11,5,5.5,3.15,5.67,15,130,8,20,43,3,8,16,S,1,30,59,F,U,22500,22,0
1,60313,10,5,24,2,12,10,10,15.38,10,15,116,12,33,72,6,17,30,S,1,16,53,M,H,48000,38,45840
0,60271,,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,17,29,M,H,57300,30,45840
0,60372,,2,9,1,7,15,12.5,7.11,15,16,116,14,33,62,4,12,27,A,0,16,80,F,U,75100,33,47879
1,60360,13,7,22,7,15,10,12.14,11.14,12.14,22,85,12,31,63,6,17,25,S,1,12,67,F,H,86300,36,47879
0,59994,,3,7,2,5,7,5.67,4.71,6,16,75,13,22,40,5,8,13,S,1,14,66,M,H,92100,31,63697
1,59984,17,2,3,0,1,17,16,11.67,,18,41,11,27,26,5,5,12,A,0,11,81,F,H,110100,32,63697
1,38853,12,3,20,2,13,12,12.33,6.35,12.5,26,125,9,28,74,4,14,30,A,1,8,69,F,H,65500,31,51568
0,60392,,3,14,2,12,10,10,7.86,10,17,113,13,30,71,6,15,27,S,1,16,55,M,H,68800,42,51568
